,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Mkt-RF,SMB,HML,RF
202005,12.1994,6.5318,6.199,4.4049,4.3258,10.1687,7.323,3.6503,1.611,7.0458,12.6546,8.882,5.1264,4.6922,1.641,10.9708,8.5401,5.9835,3.5333,1.9026,5.6396,5.5252,3.5971,1.0429,5.5976,5.58,2.45,-4.8,0.01
202006,10.7297,2.1913,6.5405,4.4576,6.2078,5.3938,2.8888,3.8632,3.4064,2.4583,4.7272,1.1748,-0.0094,4.441,0.1295,2.2766,0.6787,-1.0334,2.1407,1.8658,5.0962,-0.8762,-0.3663,-1.8927,3.5332,2.46,2.69,-2.04,0.01
202007,0.642,0.1448,3.3145,-0.6515,3.7224,0.7057,3.5651,3.2922,1.5165,3.0645,1.2792,3.7941,2.6457,3.7579,4.0242,5.9818,7.5968,6.4259,2.6287,2.266,7.7616,5.4088,4.32,1.7876,2.9417,5.77,-2.28,-1.53,0.01
202008,3.0099,6.5511,4.1988,5.5097,5.9987,7.81,6.8622,4.287,2.9192,9.1623,8.4821,5.2205,3.2032,5.6891,3.6111,4.2091,3.5822,4.64,5.7485,3.7762,10.8157,6.2953,2.4304,2.6434,3.4831,7.63,-0.26,-2.92,0.01
202009,-1.6193,-1.2874,-4.2537,-3.5087,-3.1869,0.4808,-4.7642,-5.1324,-6.8687,-5.253,-3.083,-1.3016,-4.3134,-3.3387,-6.7967,0.909,-2.6645,-3.5014,-3.0206,-4.4416,-4.5527,-3.4242,-1.2523,-4.67,-6.1118,-3.63,0.02,-2.62,0.01
202010,-2.2465,-1.5312,-0.1675,3.1268,1.3537,-2.4196,4.0365,2.6865,5.7317,6.1105,2.9944,2.1353,2.9064,4.9118,7.712,1.3565,1.8118,1.8801,1.9523,1.6208,-4.5803,0.185,-0.0869,-2.2682,0.9883,-2.1,4.41,4.16,0.01
202011,25.3269,21.8288,19.7047,20.4751,24.3082,21.4923,18.6468,18.6228,19.4014,18.4031,20.5817,17.118,15.0555,16.6408,22.6099,13.7144,12.8315,15.9609,16.2055,20.2193,10.7126,9.4938,14.4605,16.0806,21.978,12.47,5.65,2.13,0.01
202012,12.7075,7.5806,9.4971,8.3636,7.4247,11.1801,10.2698,8.4773,8.8012,7.0897,12.279,8.7182,6.8997,9.1572,8.8013,6.919,5.8879,4.7273,7.8562,5.1531,5.297,1.7838,3.418,3.2197,8.0465,4.63,4.82,-1.43,0.01
202101,16.3507,14.3185,7.929,7.2574,40.7215,12.1333,5.0399,8.1537,4.2039,8.5331,2.4341,0.9579,2.5027,1.7712,3.7068,-0.207,0.6742,-0.2155,2.4656,1.9749,-0.9477,-0.3844,-2.0951,0.8256,1.0989,-0.03,7.12,2.99,0
202102,9.0335,5.9056,10.4974,11.4966,-3.1854,3.9416,8.8313,9.0869,11.6624,9.3689,0.1372,7.7733,8.2245,12.3679,14.2858,3.475,5.3391,9.1333,12.2373,12.6722,-0.6013,3.2736,6.7689,8.3882,14.3221,2.78,2.03,7.18,0
202103,-5.0924,1.1965,2.0749,6.1428,11.5952,-5.2298,-0.8036,2.3836,4.7201,7.5352,-4.7523,2.5244,4.9867,5.8852,6.9717,-1.9502,4.1918,3.8556,5.3175,6.5577,1.8242,4.9932,5.9902,7.3866,6.1788,3.08,-2.41,7.41,0
202104,-3.1918,-2.5146,1.6436,1.0073,-0.9711,3.5662,1.6463,2.239,0.7952,1.2227,3.16,3.9948,3.9771,2.052,3.3298,4.3807,3.1023,5.9322,3.353,6.0459,5.8966,5.8241,3.987,4.7821,4.5701,4.93,-3.11,-0.93,0
202105,1.4358,0.5285,0.7486,2.3463,10.4483,-2.434,0.1611,0.5692,2.6063,7.3152,-3.3785,-0.9663,0.4506,1.6144,6.8866,-1.9889,0.0367,2.1225,3.7037,4.4815,-1.383,0.7609,3.3797,3.6626,8.0384,0.29,-0.28,7.04,0
202106,8.6902,5.1847,1.0202,-0.4778,3.7169,6.6363,3.5228,1.3767,-2.0188,1.1213,5.3723,0.1493,-2.028,-3.1637,-5.7088,5.1402,0.2436,-1.0576,-3.8628,-4.639,5.7328,1.4829,-2.2818,-2.3452,-3.7225,2.75,1.8,-7.76,0
202107,-10.1722,-7.6929,-3.6097,-4.7524,-1.5492,-7.4616,-3.2841,-1.7334,-2.1717,-6.0351,-2.5013,-1.1614,-1.0348,-1.1665,-4.5054,-0.7491,1.8909,-1.2862,1.3608,-4.2888,3.3015,3.1933,0.404,-1.5415,-3.4379,1.27,-3.96,-1.75,0
202108,2.5319,5.5794,4.0683,1.8322,3.9693,1.9219,2.3791,1.2297,1.5206,2.4331,1.9087,1.4109,1.8187,1.8091,3.5476,3.2077,1.5669,1.6435,3.2307,5.0117,3.3117,4.128,0.5554,1.2868,4.3102,2.9,-0.48,-0.13,0
202109,-5.1961,-4.3855,-3.3635,-0.8426,0.1511,-5.3511,-4.1155,-3.6209,-0.4379,3.317,-3.8808,-4.0114,-2.8858,-4.3101,1.9898,-4.3556,-5.0464,-2.1698,-4.5869,1.4868,-5.278,-6.2358,-4.3843,-0.7534,0.6721,-4.37,0.8,5.09,0
202110,1.9959,-0.3933,1.2125,1.879,4.1398,2.109,2.4941,3.8292,4.6983,2.9666,4.7347,3.5965,3.9967,3.9259,4.2605,4.7343,5.5583,5.4486,4.5504,4.4312,8.9941,5.6401,0.819,5.5387,7.528,6.65,-2.28,-0.45,0
